"replication_id","N","simulator","gcm_null_p","gcm_alt_p","gcm_null_reject","gcm_alt_reject","kci_null_p","kci_alt_p","kci_null_reject","kci_alt_reject","rcot_null_p","rcot_alt_p","rcot_null_reject","rcot_alt_reject","pcor_null_p","pcor_alt_p","pcor_null_reject","pcor_alt_reject","ks_Z1_p","ks_Z2_p","ks_Z3_p","ks_Y_p","delta_Z1_mean_abs","delta_Z2_mean_abs","delta_Z3_mean_abs","delta_Z2_mean_abs_tail","delta_Z3_mean_abs_tail","delta_Z2_mean_abs_mid","delta_Z3_mean_abs_mid"
121,1000,"BN",0.353863809323115,0.446093621833994,FALSE,FALSE,NA,NA,NA,NA,0.325537345886497,5.08924992148607e-08,FALSE,TRUE,0.270972557422101,0.668995970362034,FALSE,FALSE,0.635444507354707,0.222527748778682,0.529244367549759,0.635992734042886,1.20789879834438e-17,0.207241337185956,0.264309649537382,0.187603537428202,0.280029947799983,0.209643716729833,0.262426030372658
122,1000,"BN",0.549189126314689,0.673718442104113,FALSE,FALSE,NA,NA,NA,NA,0.982835697825931,0.0141450208541133,FALSE,TRUE,0.238830103274442,0.220023679673418,FALSE,FALSE,0.288909053640197,0.159647124934932,0.0327215298814681,0.479170645222339,1.21911215931331e-17,0.198721654559788,0.265755608269295,0.158519226433532,0.292288347148397,0.202697718879968,0.263002763396629
123,1000,"BN",0.946809053954361,0.139127734960622,FALSE,FALSE,NA,NA,NA,NA,0.0415028380415858,0.00178067129011483,TRUE,TRUE,0.194860989169826,0.451388947624354,FALSE,FALSE,0.413128816753585,0.538529859033805,0.525753190632011,0.319281664696349,1.30454457999973e-17,0.210961821874431,0.266418660037939,0.14173821894109,0.314140141596789,0.218143961693122,0.260879559499858
124,1000,"BN",0.496437468480943,0.854359252572936,FALSE,FALSE,NA,NA,NA,NA,0.392366816355073,0.132423333267179,FALSE,FALSE,0.72403724061616,0.732346248328802,FALSE,FALSE,0.776154283883264,0.254875229191938,0.117142112035818,0.691940037303257,1.27079336637026e-17,0.207233593867432,0.265487792556234,0.136878889171545,0.260009359164671,0.214877453135943,0.265957712467128
125,1000,"BN",0.027064205158998,0.625857532830486,TRUE,FALSE,NA,NA,NA,NA,0.180086429783232,0.0119713761161446,FALSE,TRUE,0.0368997659085859,0.393314455757648,TRUE,FALSE,0.0505608042121882,0.210479024525888,0.771866679494913,0.274827790829231,1.07741506688575e-17,0.199734520088078,0.269735580216768,0.141435544401768,0.278792441716896,0.205996979270328,0.268872549602846
126,1000,"BN",0.244444323736435,0.567221901646645,FALSE,FALSE,NA,NA,NA,NA,0.335249224531644,0.000389133452940338,FALSE,TRUE,0.987665972595115,0.178891835714295,FALSE,FALSE,0.403082337664138,0.474157235449473,0.214899122052682,0.600383064005332,1.25071936314669e-17,0.198869868804766,0.27292952231469,0.136900670220675,0.278067596726545,0.205450668654404,0.272371283631362
127,1000,"BN",0.967413984026543,0.0313457169570382,FALSE,TRUE,NA,NA,NA,NA,0.554787972154014,0.00167521517254843,FALSE,TRUE,0.995716568893107,0.118346657420943,FALSE,FALSE,0.979779654625901,0.981727547431264,0.803390290011621,0.538001893453756,1.28031266144468e-17,0.216087304551225,0.265970697740948,0.160494348905339,0.267346618657448,0.221990981256983,0.265814412737069
128,1000,"BN",0.125253417296477,0.0277243578576057,FALSE,TRUE,NA,NA,NA,NA,0.875271714965887,0.0311254607418407,FALSE,TRUE,0.740188269634893,0.810685883138054,FALSE,FALSE,0.360748053426862,0.82425689227048,0.658202858011088,0.47402766189923,1.23781735729411e-17,0.216684237555153,0.271182550549083,0.173756788905669,0.28447212517234,0.221453954071762,0.269573498913083
129,1000,"BN",0.852430948986177,0.945476766052485,FALSE,FALSE,NA,NA,NA,NA,0.438499423300876,0.0434309886326091,FALSE,TRUE,0.817885633060615,0.956222133574386,FALSE,FALSE,0.882286946732806,0.929448645607997,0.530051907309171,0.718880571915591,1.26335573946701e-17,0.210660143700681,0.272035200267714,0.146748338355142,0.305899611195913,0.216369041345925,0.268645033717146
130,1000,"BN",0.0556381127353204,0.983844676059507,FALSE,FALSE,NA,NA,NA,NA,0.66968273163584,0.178251020542415,FALSE,FALSE,0.250175261139321,0.322042701491266,FALSE,FALSE,0.530570898091113,0.0462439282043956,0.202974003514797,0.206116489933481,1.38618500358789e-17,0.201287951244723,0.256245765783928,0.144487314013689,0.263502552066003,0.207951713154509,0.25547513361238
